device-registry asset->update->2->request->path->params->resourceGroupName->format	root->command-group:device-registry asset->command:update->operation ind: 2->request->path->params->arg: resourceGroupName->prop: format	ChangeType.CHANGE	"{""maxLength"": 90, ""minLength"": 1}"	"{""pattern"": ""^[-\\w\\._\\(\\)]+$"", ""maxLength"": 90, ""minLength"": 1}"
device-registry asset->update->2->responses->error	root->command-group:device-registry asset->command:update->operation ind: 2->responses->error	ChangeType.CHANGE	"{""isError"": true, ""body"": {""json"": {""schema"": {""type"": ""@MgmtErrorFormat""}}}}"	"{""isError"": true, ""body"": {""json"": {""schema"": {""readOnly"": true, ""type"": ""@MgmtErrorFormat""}}}}"
device-registry asset->update->2->responses->200.201->body->schema->props->id->format	root->command-group:device-registry asset->command:update->operation ind: 2->responses->200.201->body->schema->props->id->format	ChangeType.REMOVE	"{""template"": ""/subscriptions/{}/resourceGroups/{}/providers/Microsoft.DeviceRegistry/assets/{}""}"
device-registry asset->update->2->responses->200.201->body->schema->props->location->type	root->command-group:device-registry asset->command:update->operation ind: 2->responses->200.201->body->schema->props->location->type	ChangeType.CHANGE	"""ResourceLocation"""	"""string"""
device-registry asset->update->2->responses->200.201->body->schema->props->properties->clientFlatten	root->command-group:device-registry asset->command:update->operation ind: 2->responses->200.201->body->schema->props->properties->clientFlatten	ChangeType.REMOVE	true
device-registry asset->update->2->responses->200.201->body->schema->props->properties->props->attributes->additionalProps->anyType	root->command-group:device-registry asset->command:update->operation ind: 2->responses->200.201->body->schema->props->properties->props->attributes->additionalProps->anyType	ChangeType.REMOVE	true
device-registry asset->update->2->responses->200.201->body->schema->props->properties->props->defaultTopic->cls	root->command-group:device-registry asset->command:update->operation ind: 2->responses->200.201->body->schema->props->properties->props->defaultTopic->cls	ChangeType.REMOVE	"""Topic_read"""
device-registry asset->update->2->responses->200.201->body->schema->props->properties->props->defaultTopic->type	root->command-group:device-registry asset->command:update->operation ind: 2->responses->200.201->body->schema->props->properties->props->defaultTopic->type	ChangeType.CHANGE	"""object"""	"""@Topic_read"""
device-registry asset->update->2->responses->200.201->body->schema->props->properties->props->defaultTopic->props->path	root->command-group:device-registry asset->command:update->operation ind: 2->responses->200.201->body->schema->props->properties->props->defaultTopic->props->path	ChangeType.REMOVE	"{""type"": ""string"", ""name"": ""path"", ""required"": true}"
device-registry asset->update->2->responses->200.201->body->schema->props->properties->props->defaultTopic->props->retain	root->command-group:device-registry asset->command:update->operation ind: 2->responses->200.201->body->schema->props->properties->props->defaultTopic->props->retain	ChangeType.REMOVE	"{""default"": {""value"": ""Never""}, ""type"": ""string"", ""name"": ""retain"", ""enum"": {""items"": [{""value"": ""Keep""}, {""value"": ""Never""}]}}"
device-registry asset->update->2->responses->200.201->body->schema->props->properties->props->status->props->datasets->item	root->command-group:device-registry asset->command:update->operation ind: 2->responses->200.201->body->schema->props->properties->props->status->props->datasets->item	ChangeType.CHANGE	"{""type"": ""object"", ""props"": [{""readOnly"": true, ""type"": ""object"", ""name"": ""messageSchemaReference"", ""props"": [{""readOnly"": true, ""type"": ""string"", ""name"": ""schemaName""}, {""readOnly"": true, ""type"": ""string"", ""name"": ""schemaRegistryNamespace""}, {""readOnly"": true, ""type"": ""string"", ""name"": ""schemaVersion""}], ""cls"": ""MessageSchemaReference_read""}, {""readOnly"": true, ""type"": ""string"", ""name"": ""name""}]}"	"{""type"": ""object"", ""props"": [{""readOnly"": true, ""type"": ""@MessageSchemaReference_read"", ""name"": ""messageSchemaReference""}, {""readOnly"": true, ""type"": ""string"", ""name"": ""name"", ""required"": true}]}"
device-registry asset->update->2->responses->200.201->body->schema->props->properties->props->status->props->events->item	root->command-group:device-registry asset->command:update->operation ind: 2->responses->200.201->body->schema->props->properties->props->status->props->events->item	ChangeType.CHANGE	"{""type"": ""object"", ""props"": [{""readOnly"": true, ""type"": ""@MessageSchemaReference_read"", ""name"": ""messageSchemaReference""}, {""readOnly"": true, ""type"": ""string"", ""name"": ""name""}]}"	"{""type"": ""object"", ""props"": [{""readOnly"": true, ""type"": ""@MessageSchemaReference_read"", ""name"": ""messageSchemaReference""}, {""readOnly"": true, ""type"": ""string"", ""name"": ""name"", ""required"": true}]}"
device-registry asset->create->Properties->$resource.properties.attributes->additionalProps	root->command-group:device-registry asset->command:create->argGroup: Properties->arg: $resource.properties.attributes->prop: additionalProps	ChangeType.REMOVE	"{""anyType"": true}"	""""""
device-registry asset->create->Properties->$resource.properties.datasets->item	root->command-group:device-registry asset->command:create->argGroup: Properties->arg: $resource.properties.datasets->prop: item	ChangeType.CHANGE	"{""type"": ""object"", ""args"": [{""type"": ""array<object>"", ""var"": ""$resource.properties.datasets[].dataPoints"", ""options"": [""data-points""], ""help"": {""short"": ""Array of data points that are part of the dataset. Each data point can have per-data point configuration.""}, ""item"": {""type"": ""object"", ""args"": [{""type"": ""string"", ""var"": ""$resource.properties.datasets[].dataPoints[].dataPointConfiguration"", ""options"": [""data-point-configuration""], ""help"": {""short"": ""Stringified JSON that contains connector-specific configuration for the data point. For OPC UA, this could include configuration like, publishingInterval, samplingInterval, and queueSize.""}}, {""type"": ""string"", ""var"": ""$resource.properties.datasets[].dataPoints[].dataSource"", ""options"": [""data-source""], ""required"": true, ""help"": {""short"": ""The address of the source of the data in the asset (e.g. URL) so that a client can access the data source on the asset.""}}, {""type"": ""string"", ""var"": ""$resource.properties.datasets[].dataPoints[].name"", ""options"": [""name""], ""required"": true, ""help"": {""short"": ""The name of the data point.""}}, {""type"": ""string"", ""var"": ""$resource.properties.datasets[].dataPoints[].observabilityMode"", ""options"": [""observability-mode""], ""help"": {""short"": ""An indication of how the data point should be mapped to OpenTelemetry.""}, ""default"": {""value"": ""None""}, ""enum"": {""items"": [{""name"": ""Counter"", ""value"": ""Counter""}, {""name"": ""Gauge"", ""value"": ""Gauge""}, {""name"": ""Histogram"", ""value"": ""Histogram""}, {""name"": ""Log"", ""value"": ""Log""}, {""name"": ""None"", ""value"": ""None""}]}}]}}, {""type"": ""string"", ""var"": ""$resource.properties.datasets[].datasetConfiguration"", ""options"": [""dataset-configuration""], ""help"": {""short"": ""Stringified JSON that contains connector-specific JSON string that describes configuration for the specific dataset.""}}, {""type"": ""string"", ""var"": ""$resource.properties.datasets[].name"", ""options"": [""name""], ""required"": true, ""help"": {""short"": ""Name of the dataset.""}}, {""type"": ""@Topic_create"", ""var"": ""$resource.properties.datasets[].topic"", ""options"": [""topic""], ""help"": {""short"": ""Object that describes the topic information for the specific dataset.""}}]}"	"{""type"": ""object"", ""args"": [{""type"": ""array<object>"", ""var"": ""$resource.properties.datasets[].dataPoints"", ""options"": [""data-points""], ""help"": {""short"": ""Array of data points that are part of the dataset. Each data point can have per-data point configuration.""}, ""item"": {""type"": ""object"", ""args"": [{""type"": ""string"", ""var"": ""$resource.properties.datasets[].dataPoints[].dataPointConfiguration"", ""options"": [""data-point-configuration""], ""help"": {""short"": ""Stringified JSON that contains connector-specific configuration for the data point. For OPC UA, this could include configuration like, publishingInterval, samplingInterval, and queueSize.""}}, {""type"": ""string"", ""var"": ""$resource.properties.datasets[].dataPoints[].dataSource"", ""options"": [""data-source""], ""required"": true, ""help"": {""short"": ""The address of the source of the data in the asset (e.g. URL) so that a client can access the data source on the asset.""}}, {""type"": ""string"", ""var"": ""$resource.properties.datasets[].dataPoints[].name"", ""options"": [""name""], ""required"": true, ""help"": {""short"": ""The name of the data point.""}}, {""type"": ""string"", ""var"": ""$resource.properties.datasets[].dataPoints[].observabilityMode"", ""options"": [""observability-mode""], ""help"": {""short"": ""An indication of how the data point should be mapped to OpenTelemetry.""}, ""default"": {""value"": ""None""}, ""enum"": {""items"": [{""name"": ""Counter"", ""value"": ""Counter""}, {""name"": ""Gauge"", ""value"": ""Gauge""}, {""name"": ""Histogram"", ""value"": ""Histogram""}, {""name"": ""Log"", ""value"": ""Log""}, {""name"": ""None"", ""value"": ""None""}]}}]}}, {""type"": ""string"", ""var"": ""$resource.properties.datasets[].datasetConfiguration"", ""options"": [""dataset-configuration""], ""help"": {""short"": ""Stringified JSON that contains connector-specific JSON string that describes configuration for the specific dataset.""}}, {""type"": ""string"", ""var"": ""$resource.properties.datasets[].name"", ""options"": [""name""], ""required"": true, ""help"": {""short"": ""Name of the dataset.""}}, {""type"": ""@TopicCreateOrUpdate_create"", ""var"": ""$resource.properties.datasets[].topic"", ""options"": [""topic""], ""help"": {""short"": ""Object that describes the topic information for the specific dataset.""}}]}"
device-registry asset->create->Properties->$resource.properties.defaultTopic->args	root->command-group:device-registry asset->command:create->argGroup: Properties->arg: $resource.properties.defaultTopic->prop: args	ChangeType.CHANGE	"[{""type"": ""string"", ""var"": ""@Topic_create.path"", ""options"": [""path""], ""required"": true, ""help"": {""short"": ""The topic path for messages published to an MQTT broker.""}}, {""type"": ""string"", ""var"": ""@Topic_create.retain"", ""options"": [""retain""], ""help"": {""short"": ""When set to 'Keep', messages published to an MQTT broker will have the retain flag set. Default: 'Never'.""}, ""default"": {""value"": ""Never""}, ""enum"": {""items"": [{""name"": ""Keep"", ""value"": ""Keep""}, {""name"": ""Never"", ""value"": ""Never""}]}}]"	"[{""type"": ""string"", ""var"": ""@TopicCreateOrUpdate_create.path"", ""options"": [""path""], ""required"": true, ""help"": {""short"": ""The topic path for messages published to an MQTT broker.""}}, {""type"": ""string"", ""var"": ""@TopicCreateOrUpdate_create.retain"", ""options"": [""retain""], ""help"": {""short"": ""When set to 'Keep', messages published to an MQTT broker will have the retain flag set. Default: 'Never'.""}, ""default"": {""value"": ""Never""}, ""enum"": {""items"": [{""name"": ""Keep"", ""value"": ""Keep""}, {""name"": ""Never"", ""value"": ""Never""}]}}]"
device-registry asset->create->Properties->$resource.properties.defaultTopic->cls	root->command-group:device-registry asset->command:create->argGroup: Properties->arg: $resource.properties.defaultTopic->prop: cls	ChangeType.CHANGE	"""Topic_create"""	"""TopicCreateOrUpdate_create"""
device-registry asset->create->Properties->$resource.properties.events->item	root->command-group:device-registry asset->command:create->argGroup: Properties->arg: $resource.properties.events->prop: item	ChangeType.CHANGE	"{""type"": ""object"", ""args"": [{""type"": ""string"", ""var"": ""$resource.properties.events[].eventConfiguration"", ""options"": [""event-configuration""], ""help"": {""short"": ""Stringified JSON that contains connector-specific configuration for the event. For OPC UA, this could include configuration like, publishingInterval, samplingInterval, and queueSize.""}}, {""type"": ""string"", ""var"": ""$resource.properties.events[].eventNotifier"", ""options"": [""event-notifier""], ""required"": true, ""help"": {""short"": ""The address of the notifier of the event in the asset (e.g. URL) so that a client can access the event on the asset.""}}, {""type"": ""string"", ""var"": ""$resource.properties.events[].name"", ""options"": [""name""], ""required"": true, ""help"": {""short"": ""The name of the event.""}}, {""type"": ""string"", ""var"": ""$resource.properties.events[].observabilityMode"", ""options"": [""observability-mode""], ""help"": {""short"": ""An indication of how the event should be mapped to OpenTelemetry.""}, ""default"": {""value"": ""None""}, ""enum"": {""items"": [{""name"": ""Log"", ""value"": ""Log""}, {""name"": ""None"", ""value"": ""None""}]}}, {""type"": ""@Topic_create"", ""var"": ""$resource.properties.events[].topic"", ""options"": [""topic""], ""help"": {""short"": ""Object that describes the topic information for the specific event.""}}]}"	"{""type"": ""object"", ""args"": [{""type"": ""string"", ""var"": ""$resource.properties.events[].eventConfiguration"", ""options"": [""event-configuration""], ""help"": {""short"": ""Stringified JSON that contains connector-specific configuration for the event. For OPC UA, this could include configuration like, publishingInterval, samplingInterval, and queueSize.""}}, {""type"": ""string"", ""var"": ""$resource.properties.events[].eventNotifier"", ""options"": [""event-notifier""], ""required"": true, ""help"": {""short"": ""The address of the notifier of the event in the asset (e.g. URL) so that a client can access the event on the asset.""}}, {""type"": ""string"", ""var"": ""$resource.properties.events[].name"", ""options"": [""name""], ""required"": true, ""help"": {""short"": ""The name of the event.""}}, {""type"": ""string"", ""var"": ""$resource.properties.events[].observabilityMode"", ""options"": [""observability-mode""], ""help"": {""short"": ""An indication of how the event should be mapped to OpenTelemetry.""}, ""default"": {""value"": ""None""}, ""enum"": {""items"": [{""name"": ""Log"", ""value"": ""Log""}, {""name"": ""None"", ""value"": ""None""}]}}, {""type"": ""@TopicCreateOrUpdate_create"", ""var"": ""$resource.properties.events[].topic"", ""options"": [""topic""], ""help"": {""short"": ""Object that describes the topic information for the specific event.""}}]}"
device-registry asset->create->Resource->$resource.location->type	root->command-group:device-registry asset->command:create->argGroup: Resource->arg: $resource.location->prop: type	ChangeType.CHANGE	"""ResourceLocation"""	"""string"""
device-registry asset->create->Resource->$resource.location->options	root->command-group:device-registry asset->command:create->argGroup: Resource->arg: $resource.location->prop: options	ChangeType.CHANGE	"[""l"", ""location""]"	"[""location""]"
device-registry asset->create->0->request->path->params->resourceGroupName->format	root->command-group:device-registry asset->command:create->operation ind: 0->request->path->params->arg: resourceGroupName->prop: format	ChangeType.CHANGE	"{""maxLength"": 90, ""minLength"": 1}"	"{""pattern"": ""^[-\\w\\._\\(\\)]+$"", ""maxLength"": 90, ""minLength"": 1}"
device-registry asset->create->0->request->body->schema->props->location->type	root->command-group:device-registry asset->command:create->operation ind: 0->request->body->schema->props->location->type	ChangeType.CHANGE	"""ResourceLocation"""	"""string"""
device-registry asset->create->0->request->body->schema->props->properties->clientFlatten	root->command-group:device-registry asset->command:create->operation ind: 0->request->body->schema->props->properties->clientFlatten	ChangeType.REMOVE	true
device-registry asset->create->0->request->body->schema->props->properties->props->attributes->additionalProps->anyType	root->command-group:device-registry asset->command:create->operation ind: 0->request->body->schema->props->properties->props->attributes->additionalProps->anyType	ChangeType.REMOVE	true
device-registry asset->create->0->request->body->schema->props->properties->props->datasets->item	root->command-group:device-registry asset->command:create->operation ind: 0->request->body->schema->props->properties->props->datasets->item	ChangeType.CHANGE	"{""type"": ""object"", ""props"": [{""type"": ""array<object>"", ""name"": ""dataPoints"", ""arg"": ""$resource.properties.datasets[].dataPoints"", ""item"": {""type"": ""object"", ""props"": [{""type"": ""string"", ""name"": ""dataPointConfiguration"", ""arg"": ""$resource.properties.datasets[].dataPoints[].dataPointConfiguration""}, {""type"": ""string"", ""name"": ""dataSource"", ""arg"": ""$resource.properties.datasets[].dataPoints[].dataSource"", ""required"": true}, {""type"": ""string"", ""name"": ""name"", ""arg"": ""$resource.properties.datasets[].dataPoints[].name"", ""required"": true}, {""default"": {""value"": ""None""}, ""type"": ""string"", ""name"": ""observabilityMode"", ""arg"": ""$resource.properties.datasets[].dataPoints[].observabilityMode"", ""enum"": {""items"": [{""value"": ""Counter""}, {""value"": ""Gauge""}, {""value"": ""Histogram""}, {""value"": ""Log""}, {""value"": ""None""}]}}]}}, {""type"": ""string"", ""name"": ""datasetConfiguration"", ""arg"": ""$resource.properties.datasets[].datasetConfiguration""}, {""type"": ""string"", ""name"": ""name"", ""arg"": ""$resource.properties.datasets[].name"", ""required"": true}, {""type"": ""@Topic_create"", ""name"": ""topic"", ""arg"": ""$resource.properties.datasets[].topic""}]}"	"{""type"": ""object"", ""props"": [{""type"": ""array<object>"", ""name"": ""dataPoints"", ""arg"": ""$resource.properties.datasets[].dataPoints"", ""item"": {""type"": ""object"", ""props"": [{""type"": ""string"", ""name"": ""dataPointConfiguration"", ""arg"": ""$resource.properties.datasets[].dataPoints[].dataPointConfiguration""}, {""type"": ""string"", ""name"": ""dataSource"", ""arg"": ""$resource.properties.datasets[].dataPoints[].dataSource"", ""required"": true}, {""type"": ""string"", ""name"": ""name"", ""arg"": ""$resource.properties.datasets[].dataPoints[].name"", ""required"": true}, {""default"": {""value"": ""None""}, ""type"": ""string"", ""name"": ""observabilityMode"", ""arg"": ""$resource.properties.datasets[].dataPoints[].observabilityMode"", ""enum"": {""items"": [{""value"": ""Counter""}, {""value"": ""Gauge""}, {""value"": ""Histogram""}, {""value"": ""Log""}, {""value"": ""None""}]}}]}}, {""type"": ""string"", ""name"": ""datasetConfiguration"", ""arg"": ""$resource.properties.datasets[].datasetConfiguration""}, {""type"": ""string"", ""name"": ""name"", ""arg"": ""$resource.properties.datasets[].name"", ""required"": true}, {""type"": ""@TopicCreateOrUpdate_create"", ""name"": ""topic"", ""arg"": ""$resource.properties.datasets[].topic""}]}"
device-registry asset->create->0->request->body->schema->props->properties->props->defaultTopic->cls	root->command-group:device-registry asset->command:create->operation ind: 0->request->body->schema->props->properties->props->defaultTopic->cls	ChangeType.CHANGE	"""Topic_create"""	"""TopicCreateOrUpdate_create"""
device-registry asset->create->0->request->body->schema->props->properties->props->defaultTopic->props->path->arg	root->command-group:device-registry asset->command:create->operation ind: 0->request->body->schema->props->properties->props->defaultTopic->props->path->arg	ChangeType.CHANGE	"""@Topic_create.path"""	"""@TopicCreateOrUpdate_create.path"""
device-registry asset->create->0->request->body->schema->props->properties->props->defaultTopic->props->retain->arg	root->command-group:device-registry asset->command:create->operation ind: 0->request->body->schema->props->properties->props->defaultTopic->props->retain->arg	ChangeType.CHANGE	"""@Topic_create.retain"""	"""@TopicCreateOrUpdate_create.retain"""
device-registry asset->create->0->request->body->schema->props->properties->props->events->item	root->command-group:device-registry asset->command:create->operation ind: 0->request->body->schema->props->properties->props->events->item	ChangeType.CHANGE	"{""type"": ""object"", ""props"": [{""type"": ""string"", ""name"": ""eventConfiguration"", ""arg"": ""$resource.properties.events[].eventConfiguration""}, {""type"": ""string"", ""name"": ""eventNotifier"", ""arg"": ""$resource.properties.events[].eventNotifier"", ""required"": true}, {""type"": ""string"", ""name"": ""name"", ""arg"": ""$resource.properties.events[].name"", ""required"": true}, {""default"": {""value"": ""None""}, ""type"": ""string"", ""name"": ""observabilityMode"", ""arg"": ""$resource.properties.events[].observabilityMode"", ""enum"": {""items"": [{""value"": ""Log""}, {""value"": ""None""}]}}, {""type"": ""@Topic_create"", ""name"": ""topic"", ""arg"": ""$resource.properties.events[].topic""}]}"	"{""type"": ""object"", ""props"": [{""type"": ""string"", ""name"": ""eventConfiguration"", ""arg"": ""$resource.properties.events[].eventConfiguration""}, {""type"": ""string"", ""name"": ""eventNotifier"", ""arg"": ""$resource.properties.events[].eventNotifier"", ""required"": true}, {""type"": ""string"", ""name"": ""name"", ""arg"": ""$resource.properties.events[].name"", ""required"": true}, {""default"": {""value"": ""None""}, ""type"": ""string"", ""name"": ""observabilityMode"", ""arg"": ""$resource.properties.events[].observabilityMode"", ""enum"": {""items"": [{""value"": ""Log""}, {""value"": ""None""}]}}, {""type"": ""@TopicCreateOrUpdate_create"", ""name"": ""topic"", ""arg"": ""$resource.properties.events[].topic""}]}"
device-registry asset->create->0->responses->error	root->command-group:device-registry asset->command:create->operation ind: 0->responses->error	ChangeType.CHANGE	"{""isError"": true, ""body"": {""json"": {""schema"": {""type"": ""@MgmtErrorFormat""}}}}"	"{""isError"": true, ""body"": {""json"": {""schema"": {""readOnly"": true, ""type"": ""@MgmtErrorFormat""}}}}"
device-registry asset->create->0->responses->200.201->body->schema->props->id->format	root->command-group:device-registry asset->command:create->operation ind: 0->responses->200.201->body->schema->props->id->format	ChangeType.REMOVE	"{""template"": ""/subscriptions/{}/resourceGroups/{}/providers/Microsoft.DeviceRegistry/assets/{}""}"
device-registry asset->create->0->responses->200.201->body->schema->props->location->type	root->command-group:device-registry asset->command:create->operation ind: 0->responses->200.201->body->schema->props->location->type	ChangeType.CHANGE	"""ResourceLocation"""	"""string"""
device-registry asset->create->0->responses->200.201->body->schema->props->properties->clientFlatten	root->command-group:device-registry asset->command:create->operation ind: 0->responses->200.201->body->schema->props->properties->clientFlatten	ChangeType.REMOVE	true
device-registry asset->create->0->responses->200.201->body->schema->props->properties->props->attributes->additionalProps->anyType	root->command-group:device-registry asset->command:create->operation ind: 0->responses->200.201->body->schema->props->properties->props->attributes->additionalProps->anyType	ChangeType.REMOVE	true
device-registry asset->create->0->responses->200.201->body->schema->props->properties->props->status->props->datasets->item	root->command-group:device-registry asset->command:create->operation ind: 0->responses->200.201->body->schema->props->properties->props->status->props->datasets->item	ChangeType.CHANGE	"{""type"": ""object"", ""props"": [{""readOnly"": true, ""type"": ""object"", ""name"": ""messageSchemaReference"", ""props"": [{""readOnly"": true, ""type"": ""string"", ""name"": ""schemaName""}, {""readOnly"": true, ""type"": ""string"", ""name"": ""schemaRegistryNamespace""}, {""readOnly"": true, ""type"": ""string"", ""name"": ""schemaVersion""}], ""cls"": ""MessageSchemaReference_read""}, {""readOnly"": true, ""type"": ""string"", ""name"": ""name""}]}"	"{""type"": ""object"", ""props"": [{""readOnly"": true, ""type"": ""object"", ""name"": ""messageSchemaReference"", ""props"": [{""readOnly"": true, ""type"": ""string"", ""name"": ""schemaName"", ""required"": true}, {""readOnly"": true, ""type"": ""string"", ""name"": ""schemaRegistryNamespace"", ""required"": true}, {""readOnly"": true, ""type"": ""string"", ""name"": ""schemaVersion"", ""required"": true}], ""cls"": ""MessageSchemaReference_read""}, {""readOnly"": true, ""type"": ""string"", ""name"": ""name"", ""required"": true}]}"
device-registry asset->create->0->responses->200.201->body->schema->props->properties->props->status->props->events->item	root->command-group:device-registry asset->command:create->operation ind: 0->responses->200.201->body->schema->props->properties->props->status->props->events->item	ChangeType.CHANGE	"{""type"": ""object"", ""props"": [{""readOnly"": true, ""type"": ""@MessageSchemaReference_read"", ""name"": ""messageSchemaReference""}, {""readOnly"": true, ""type"": ""string"", ""name"": ""name""}]}"	"{""type"": ""object"", ""props"": [{""readOnly"": true, ""type"": ""@MessageSchemaReference_read"", ""name"": ""messageSchemaReference""}, {""readOnly"": true, ""type"": ""string"", ""name"": ""name"", ""required"": true}]}"
device-registry asset->delete->0->request->path->params->resourceGroupName->format	root->command-group:device-registry asset->command:delete->operation ind: 0->request->path->params->arg: resourceGroupName->prop: format	ChangeType.CHANGE	"{""maxLength"": 90, ""minLength"": 1}"	"{""pattern"": ""^[-\\w\\._\\(\\)]+$"", ""maxLength"": 90, ""minLength"": 1}"
device-registry asset->delete->0->responses->error	root->command-group:device-registry asset->command:delete->operation ind: 0->responses->error	ChangeType.CHANGE	"{""isError"": true, ""body"": {""json"": {""schema"": {""type"": ""@MgmtErrorFormat""}}}}"	"{""isError"": true, ""body"": {""json"": {""schema"": {""readOnly"": true, ""type"": ""@MgmtErrorFormat""}}}}"
device-registry asset->delete->0->responses->200.201	root->command-group:device-registry asset->command:delete->operation ind: 0->responses->200.201	ChangeType.REMOVE	"{""statusCode"": [200, 201]}"
device-registry asset->show->0->request->path->params->resourceGroupName->format	root->command-group:device-registry asset->command:show->operation ind: 0->request->path->params->arg: resourceGroupName->prop: format	ChangeType.CHANGE	"{""maxLength"": 90, ""minLength"": 1}"	"{""pattern"": ""^[-\\w\\._\\(\\)]+$"", ""maxLength"": 90, ""minLength"": 1}"
device-registry asset->show->0->responses->error	root->command-group:device-registry asset->command:show->operation ind: 0->responses->error	ChangeType.CHANGE	"{""isError"": true, ""body"": {""json"": {""schema"": {""type"": ""@MgmtErrorFormat""}}}}"	"{""isError"": true, ""body"": {""json"": {""schema"": {""readOnly"": true, ""type"": ""@MgmtErrorFormat""}}}}"
device-registry asset->show->0->responses->200->body->schema->props->id->format	root->command-group:device-registry asset->command:show->operation ind: 0->responses->200->body->schema->props->id->format	ChangeType.REMOVE	"{""template"": ""/subscriptions/{}/resourceGroups/{}/providers/Microsoft.DeviceRegistry/assets/{}""}"
device-registry asset->show->0->responses->200->body->schema->props->location->type	root->command-group:device-registry asset->command:show->operation ind: 0->responses->200->body->schema->props->location->type	ChangeType.CHANGE	"""ResourceLocation"""	"""string"""
device-registry asset->show->0->responses->200->body->schema->props->properties->clientFlatten	root->command-group:device-registry asset->command:show->operation ind: 0->responses->200->body->schema->props->properties->clientFlatten	ChangeType.REMOVE	true
device-registry asset->show->0->responses->200->body->schema->props->properties->props->attributes->additionalProps->anyType	root->command-group:device-registry asset->command:show->operation ind: 0->responses->200->body->schema->props->properties->props->attributes->additionalProps->anyType	ChangeType.REMOVE	true
device-registry asset->show->0->responses->200->body->schema->props->properties->props->status->props->datasets->item	root->command-group:device-registry asset->command:show->operation ind: 0->responses->200->body->schema->props->properties->props->status->props->datasets->item	ChangeType.CHANGE	"{""type"": ""object"", ""props"": [{""readOnly"": true, ""type"": ""object"", ""name"": ""messageSchemaReference"", ""props"": [{""readOnly"": true, ""type"": ""string"", ""name"": ""schemaName""}, {""readOnly"": true, ""type"": ""string"", ""name"": ""schemaRegistryNamespace""}, {""readOnly"": true, ""type"": ""string"", ""name"": ""schemaVersion""}], ""cls"": ""MessageSchemaReference_read""}, {""readOnly"": true, ""type"": ""string"", ""name"": ""name""}]}"	"{""type"": ""object"", ""props"": [{""readOnly"": true, ""type"": ""object"", ""name"": ""messageSchemaReference"", ""props"": [{""readOnly"": true, ""type"": ""string"", ""name"": ""schemaName"", ""required"": true}, {""readOnly"": true, ""type"": ""string"", ""name"": ""schemaRegistryNamespace"", ""required"": true}, {""readOnly"": true, ""type"": ""string"", ""name"": ""schemaVersion"", ""required"": true}], ""cls"": ""MessageSchemaReference_read""}, {""readOnly"": true, ""type"": ""string"", ""name"": ""name"", ""required"": true}]}"
device-registry asset->show->0->responses->200->body->schema->props->properties->props->status->props->events->item	root->command-group:device-registry asset->command:show->operation ind: 0->responses->200->body->schema->props->properties->props->status->props->events->item	ChangeType.CHANGE	"{""type"": ""object"", ""props"": [{""readOnly"": true, ""type"": ""@MessageSchemaReference_read"", ""name"": ""messageSchemaReference""}, {""readOnly"": true, ""type"": ""string"", ""name"": ""name""}]}"	"{""type"": ""object"", ""props"": [{""readOnly"": true, ""type"": ""@MessageSchemaReference_read"", ""name"": ""messageSchemaReference""}, {""readOnly"": true, ""type"": ""string"", ""name"": ""name"", ""required"": true}]}"
device-registry asset->update->Properties->$resource.properties.attributes->additionalProps	root->command-group:device-registry asset->command:update->argGroup: Properties->arg: $resource.properties.attributes->prop: additionalProps	ChangeType.REMOVE	"{""anyType"": true}"	""""""
